moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,Unnamed: 13
2014-08-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,477.0,107.0,3511.0,12391.0,1019.0,3420.0,0.40891,0.38123,
2014-08-12,BR,Фьючерсный контракт на нефть BRENT,F,,43.0,15.0,14344.0,5464.0,2719.0,318.0,0.23389,0.0618,
2014-08-19,BR,Фьючерсный контракт на нефть BRENT,F,,45.0,13.0,23263.0,7588.0,756.0,845.0,0.03359,0.12532,
2014-08-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,502.0,107.0,3266.0,18941.0,18.0,-71.0,0.00554,-0.00373,
2014-08-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,503.0,115.0,3454.0,15984.0,489.0,-1146.0,0.16492,-0.0669,
2014-08-26,BR,Фьючерсный контракт на нефть BRENT,F,,49.0,12.0,20729.0,8199.0,-1225.0,410.0,-0.0558,0.05264,
2014-09-02,BR,Фьючерсный контракт на нефть BRENT,F,,31.0,14.0,17551.0,7653.0,568.0,1167.0,0.03345,0.17993,
2014-09-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,394.0,116.0,1662.0,11560.0,-271.0,-870.0,-0.1402,-0.06999,
2014-09-09,BR,Фьючерсный контракт на нефть BRENT,F,,44.0,12.0,20513.0,7529.0,-1543.0,-237.0,-0.06996,-0.03052,
2014-09-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,517.0,98.0,1639.0,14623.0,-131.0,-1437.0,-0.07401,-0.08948,
2014-09-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,395.0,100.0,1697.0,15011.0,-331.0,-8295.0,-0.16321,-0.35592,
2014-09-16,BR,Фьючерсный контракт на нефть BRENT,F,,33.0,8.0,16942.0,3628.0,-18589.0,-10625.0,-0.52318,-0.74546,
2014-09-23,BR,Фьючерсный контракт на нефть BRENT,F,,32.0,15.0,17444.0,4919.0,806.0,-1161.0,0.04844,-0.19095,
2014-09-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,429.0,105.0,1857.0,14382.0,150.0,2117.0,0.08787,0.1726,
2014-09-30,BR,Фьючерсный контракт на нефть BRENT,F,,41.0,17.0,19065.0,7494.0,148.0,-203.0,0.00782,-0.02637,
2014-09-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,397.0,98.0,1773.0,13344.0,-368.0,-17.0,-0.17188,-0.00127,
2014-10-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,472.0,115.0,2141.0,13656.0,-415.0,609.0,-0.16236,0.04668,
2014-10-07,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,16.0,18646.0,7131.0,-753.0,-1777.0,-0.03882,-0.19948,
2014-10-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,654.0,149.0,4014.0,21094.0,791.0,2430.0,0.24542,0.1302,
2014-10-14,BR,Фьючерсный контракт на нефть BRENT,F,,56.0,17.0,24008.0,6928.0,2657.0,1018.0,0.12444,0.17225,
2014-10-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,431.0,165.0,6214.0,10791.0,1547.0,-339.0,0.33148,-0.03046,
2014-10-21,BR,Фьючерсный контракт на нефть BRENT,F,,35.0,18.0,14356.0,9779.0,-723.0,1163.0,-0.04795,0.13498,
2014-10-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,404.0,196.0,7127.0,10371.0,-601.0,-157.0,-0.07777,-0.01491,
2014-10-28,BR,Фьючерсный контракт на нефть BRENT,F,,25.0,25.0,14668.0,11424.0,5043.0,4599.0,0.52395,0.67385,
2014-11-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,488.0,153.0,6721.0,15330.0,327.0,3282.0,0.05114,0.27241,
2014-11-11,BR,Фьючерсный контракт на нефть BRENT,F,,43.0,18.0,11897.0,3288.0,1537.0,-1418.0,0.14836,-0.30132,
2014-11-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,444.0,171.0,4696.0,15722.0,407.0,-457.0,0.09489,-0.02825,
2014-11-18,BR,Фьючерсный контракт на нефть BRENT,F,,42.0,25.0,18383.0,7357.0,948.0,1812.0,0.05437,0.32678,
2014-11-25,BR,Фьючерсный контракт на нефть BRENT,F,,36.0,27.0,16952.0,5338.0,-1169.0,-2237.0,-0.06451,-0.29531,
2014-11-25,BR,Фьючерсный контракт на нефть BRENT,F,1.0,431.0,199.0,4978.0,16592.0,-323.0,745.0,-0.06093,0.04701,
2014-12-02,BR,Фьючерсный контракт на нефть BRENT,F,,27.0,27.0,16520.0,12098.0,-5953.0,-70.0,-0.2649,-0.00575,
2014-12-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,384.0,273.0,9333.0,13755.0,3719.0,-2164.0,0.66245,-0.13594,
2014-12-09,BR,Фьючерсный контракт на нефть BRENT,F,,34.0,31.0,7716.0,4807.0,4440.0,-308.0,1.3553,-0.06022,
2014-12-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,477.0,285.0,12839.0,15748.0,-4518.0,230.0,-0.2603,0.01482,
2014-12-16,BR,Фьючерсный контракт на нефть BRENT,F,,21.0,42.0,8506.0,27701.0,1037.0,3027.0,0.13884,0.12268,
2014-12-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,344.0,392.0,26234.0,7039.0,-1497.0,-3487.0,-0.05398,-0.33127,
2014-12-23,BR,Фьючерсный контракт на нефть BRENT,F,,42.0,22.0,4388.0,5682.0,-855.0,-2620.0,-0.16307,-0.31559,
2014-12-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,503.0,221.0,11694.0,10400.0,-1284.0,481.0,-0.09894,0.04849,
2014-12-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,475.0,254.0,17452.0,5538.0,2705.0,-1719.0,0.18343,-0.23687,
2014-12-30,BR,Фьючерсный контракт на нефть BRENT,F,,34.0,24.0,1700.0,13614.0,-2151.0,2273.0,-0.55856,0.20042,
2015-01-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,676.0,320.0,18788.0,9594.0,724.0,1264.0,0.04008,0.15174,
2015-01-06,BR,Фьючерсный контракт на нефть BRENT,F,,45.0,27.0,3435.0,12629.0,1135.0,595.0,0.49348,0.04944,
2015-01-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,936.0,461.0,20924.0,16933.0,-1266.0,1960.0,-0.05705,0.1309,
2015-01-13,BR,Фьючерсный контракт на нефть BRENT,F,,66.0,43.0,8940.0,12931.0,4742.0,1516.0,1.1296,0.13281,
2015-01-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,875.0,473.0,24675.0,28110.0,5545.0,-1296.0,0.28986,-0.04407,
2015-01-20,BR,Фьючерсный контракт на нефть BRENT,F,,54.0,39.0,7288.0,3853.0,-6592.0,249.0,-0.47493,0.06909,
2015-01-27,BR,Фьючерсный контракт на нефть BRENT,F,1.0,996.0,419.0,27974.0,27073.0,-5864.0,309.0,-0.1733,0.01155,
2015-01-27,BR,Фьючерсный контракт на нефть BRENT,F,,61.0,40.0,6777.0,7678.0,298.0,-5875.0,0.04599,-0.43348,
2015-02-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1623.0,580.0,18914.0,30568.0,-190.0,10630.0,-0.00995,0.53315,
2015-02-03,BR,Фьючерсный контракт на нефть BRENT,F,,63.0,42.0,15607.0,3953.0,5933.0,-4887.0,0.61329,-0.55283,
2015-02-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1721.0,562.0,22561.0,43163.0,1232.0,-25828.0,0.05776,-0.37437,
2015-02-10,BR,Фьючерсный контракт на нефть BRENT,F,,57.0,41.0,27349.0,6747.0,-26621.0,439.0,-0.49326,0.06959,
2015-02-17,BR,Фьючерсный контракт на нефть BRENT,F,,55.0,34.0,34219.0,5314.0,1925.0,-771.0,0.05961,-0.12671,
2015-02-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1616.0,629.0,31263.0,60168.0,-412.0,2284.0,-0.01301,0.03946,
2015-02-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1743.0,622.0,33528.0,75141.0,5203.0,-2237.0,0.18369,-0.02891,
2015-02-24,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,32.0,47266.0,5653.0,-6449.0,991.0,-0.12006,0.21257,
2015-03-03,BR,Фьючерсный контракт на нефть BRENT,F,,49.0,42.0,53156.0,9135.0,-590.0,-7029.0,-0.01098,-0.43486,
2015-03-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1832.0,657.0,32089.0,76110.0,-3605.0,2834.0,-0.101,0.03868,
2015-03-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1978.0,587.0,29905.0,81585.0,2718.0,1394.0,0.09997,0.01738,
2015-03-10,BR,Фьючерсный контракт на нефть BRENT,F,,51.0,45.0,59269.0,7589.0,520.0,1844.0,0.00885,0.32097,
2015-03-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,976.0,613.0,33269.0,68589.0,2278.0,-11.0,0.07351,-0.00016,
2015-03-17,BR,Фьючерсный контракт на нефть BRENT,F,,49.0,37.0,53388.0,18068.0,-482.0,1807.0,-0.00895,0.11112,
2015-03-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1034.0,535.0,22627.0,74605.0,-9151.0,6341.0,-0.28797,0.09289,
2015-03-24,BR,Фьючерсный контракт на нефть BRENT,F,,44.0,27.0,69342.0,17364.0,16274.0,782.0,0.30666,0.04716,
2015-03-31,BR,Фьючерсный контракт на нефть BRENT,F,1.0,981.0,540.0,21544.0,65306.0,3222.0,-1811.0,0.17585,-0.02698,
2015-03-31,BR,Фьючерсный контракт на нефть BRENT,F,,48.0,29.0,52284.0,8522.0,-4135.0,898.0,-0.07329,0.11779,
2015-04-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,882.0,632.0,17743.0,65874.0,697.0,973.0,0.04089,0.01499,
2015-04-07,BR,Фьючерсный контракт на нефть BRENT,F,,39.0,37.0,60020.0,11889.0,1602.0,1326.0,0.02742,0.12553,
2015-04-14,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,25.0,30075.0,17259.0,-30.0,370.0,-0.001,0.02191,
2015-04-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,807.0,552.0,14543.0,27359.0,1337.0,937.0,0.10124,0.03546,
2015-04-21,BR,Фьючерсный контракт на нефть BRENT,F,,45.0,38.0,48160.0,7963.0,4134.0,-1616.0,0.0939,-0.1687,
2015-04-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1738.0,544.0,8723.0,48920.0,-6623.0,-873.0,-0.43158,-0.01753,
2015-04-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1698.0,621.0,16693.0,43962.0,-2994.0,-808.0,-0.15208,-0.01805,
2015-04-28,BR,Фьючерсный контракт на нефть BRENT,F,,35.0,35.0,33709.0,6440.0,28.0,-2158.0,0.00083,-0.25099,
2015-05-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1612.0,678.0,18296.0,37037.0,5679.0,-1026.0,0.45011,-0.02696,
2015-05-05,BR,Фьючерсный контракт на нефть BRENT,F,,39.0,41.0,29159.0,10418.0,-3554.0,3151.0,-0.10864,0.4336,
2015-05-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1737.0,572.0,16621.0,39942.0,5590.0,-2424.0,0.50675,-0.05722,
2015-05-12,BR,Фьючерсный контракт на нефть BRENT,F,,47.0,44.0,35680.0,12359.0,-12900.0,-4886.0,-0.26554,-0.28333,
2015-05-19,BR,Фьючерсный контракт на нефть BRENT,F,,47.0,40.0,47090.0,8281.0,3334.0,-3100.0,0.0762,-0.27238,
2015-05-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1780.0,499.0,10445.0,49254.0,-578.0,5856.0,-0.05244,0.13494,
2015-05-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1809.0,468.0,10870.0,46952.0,-6009.0,6635.0,-0.356,0.16457,
2015-05-26,BR,Фьючерсный контракт на нефть BRENT,F,,42.0,33.0,48025.0,11943.0,13206.0,562.0,0.37928,0.04938,
2015-06-02,BR,Фьючерсный контракт на нефть BRENT,F,,34.0,39.0,27156.0,38044.0,3623.0,3542.0,0.15395,0.10266,
2015-06-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,533.0,778.0,23767.0,12879.0,-546.0,-465.0,-0.02246,-0.03485,
2015-06-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,560.0,681.0,20757.0,15008.0,7883.0,-8409.0,0.61232,-0.3591,
2015-06-09,BR,Фьючерсный контракт на нефть BRENT,F,,34.0,41.0,11144.0,16893.0,-10330.0,5962.0,-0.48105,0.54542,
2015-06-16,BR,Фьючерсный контракт на нефть BRENT,F,,33.0,20.0,8921.0,9400.0,-695.0,-1819.0,-0.07228,-0.16214,
2015-06-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,577.0,355.0,13434.0,12955.0,-3766.0,-2642.0,-0.21895,-0.16939,
2015-06-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,547.0,521.0,16062.0,12546.0,8801.0,-12589.0,1.2121,-0.50086,
2015-06-23,BR,Фьючерсный контракт на нефть BRENT,F,,42.0,36.0,11983.0,15499.0,-12662.0,8728.0,-0.51378,1.289,
2015-06-30,BR,Фьючерсный контракт на нефть BRENT,F,,42.0,33.0,10610.0,8191.0,-7397.0,2998.0,-0.41078,0.57732,
2015-06-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,663.0,499.0,13454.0,15873.0,3957.0,-6438.0,0.41666,-0.28856,
2015-07-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1358.0,428.0,15494.0,71482.0,6473.0,10883.0,0.71755,0.17959,
2015-07-07,BR,Фьючерсный контракт на нефть BRENT,F,,61.0,29.0,82776.0,26788.0,18123.0,13713.0,0.28031,1.0488,
2015-07-14,BR,Фьючерсный контракт на нефть BRENT,F,,56.0,33.0,44309.0,27878.0,11642.0,6423.0,0.35638,0.29937,
2015-07-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,947.0,625.0,21752.0,38183.0,-2944.0,2275.0,-0.11921,0.06336,
2015-07-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1031.0,519.0,13590.0,60064.0,1744.0,14039.0,0.14722,0.30503,
2015-07-21,BR,Фьючерсный контракт на нефть BRENT,F,,57.0,38.0,63685.0,17211.0,12618.0,323.0,0.24709,0.01913,
2015-07-28,BR,Фьючерсный контракт на нефть BRENT,F,,55.0,33.0,59668.0,30502.0,-14492.0,-7578.0,-0.19542,-0.199,
2015-07-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1138.0,516.0,20350.0,49516.0,1608.0,-5306.0,0.0858,-0.09679,
2015-08-04,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1588.0,498.0,12480.0,57711.0,-1784.0,-6359.0,-0.12507,-0.09925,
2015-08-04,BR,Фьючерсный контракт на нефть BRENT,F,,70.0,43.0,97753.0,52522.0,-7203.0,-2628.0,-0.06863,-0.04765,
2015-08-11,BR,Фьючерсный контракт на нефть BRENT,F,,87.0,34.0,110406.0,65664.0,-2462.0,733.0,-0.02181,0.01129,
2015-08-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1815.0,516.0,24435.0,69177.0,132.0,-3063.0,0.00543,-0.0424,
2015-08-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1634.0,494.0,13257.0,67623.0,-5312.0,4962.0,-0.28607,0.07919,
2015-08-18,BR,Фьючерсный контракт на нефть BRENT,F,,79.0,36.0,108122.0,53756.0,24786.0,14512.0,0.29742,0.36979,
2015-08-25,BR,Фьючерсный контракт на нефть BRENT,F,,94.0,38.0,163658.0,123401.0,47208.0,41018.0,0.40539,0.49789,
2015-08-25,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1702.0,619.0,26259.0,66516.0,-4352.0,1838.0,-0.14217,0.02842,
2015-09-01,BR,Фьючерсный контракт на нефть BRENT,F,,64.0,53.0,91211.0,56497.0,29815.0,7645.0,0.48562,0.15649,
2015-09-01,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2855.0,867.0,34188.0,68902.0,-822.0,21348.0,-0.02348,0.44892,
2015-09-08,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3146.0,885.0,30470.0,76207.0,-235.0,5395.0,-0.00765,0.07619,
2015-09-08,BR,Фьючерсный контракт на нефть BRENT,F,,78.0,47.0,72849.0,27112.0,6397.0,767.0,0.09626,0.02911,
2015-09-15,BR,Фьючерсный контракт на нефть BRENT,F,,105.0,51.0,157092.0,55962.0,24356.0,17222.0,0.18349,0.44455,
2015-09-15,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3989.0,721.0,15499.0,116629.0,-1314.0,5820.0,-0.07815,0.05252,
2015-09-22,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3555.0,671.0,22173.0,108472.0,2308.0,-3916.0,0.11618,-0.03484,
2015-09-22,BR,Фьючерсный контракт на нефть BRENT,F,,83.0,43.0,135016.0,48717.0,-8010.0,-1786.0,-0.056,-0.03536,
2015-09-29,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3793.0,682.0,24090.0,120151.0,7420.0,-18649.0,0.44511,-0.13436,
2015-09-29,BR,Фьючерсный контракт на нефть BRENT,F,,94.0,39.0,140509.0,44448.0,-35919.0,-9850.0,-0.20359,-0.18141,
2015-10-06,BR,Фьючерсный контракт на нефть BRENT,F,,96.0,59.0,81444.0,46006.0,-31298.0,-638.0,-0.27761,-0.01368,
2015-10-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3225.0,1378.0,61282.0,96720.0,24099.0,-6561.0,0.64812,-0.06353,
2015-10-13,BR,Фьючерсный контракт на нефть BRENT,F,,112.0,47.0,213828.0,79095.0,61589.0,25387.0,0.40455,0.47269,
2015-10-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3993.0,644.0,14854.0,149587.0,-9267.0,26935.0,-0.38419,0.21961,
2015-10-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4519.0,489.0,10983.0,189820.0,2475.0,13235.0,0.2909,0.07495,
2015-10-20,BR,Фьючерсный контракт на нефть BRENT,F,,127.0,38.0,279824.0,100987.0,18608.0,7848.0,0.07124,0.08426,
2015-10-27,BR,Фьючерсный контракт на нефть BRENT,F,,138.0,44.0,283632.0,106944.0,-32655.0,2740.0,-0.10324,0.02629,
2015-10-27,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2888.0,732.0,17876.0,194564.0,5848.0,-29547.0,0.4862,-0.13184,
2015-11-03,BR,Фьючерсный контракт на нефть BRENT,F,,108.0,35.0,148116.0,82956.0,-2657.0,3145.0,-0.01762,0.03941,
2015-11-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2130.0,773.0,62600.0,127760.0,2613.0,-3189.0,0.04356,-0.02435,
2015-11-10,BR,Фьючерсный контракт на нефть BRENT,F,,126.0,39.0,209063.0,51753.0,7092.0,-10633.0,0.03511,-0.17044,
2015-11-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2720.0,572.0,14555.0,171865.0,-1370.0,16355.0,-0.08603,0.10517,
2015-11-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3211.0,592.0,15398.0,207407.0,888.0,9233.0,0.0612,0.04659,
2015-11-17,BR,Фьючерсный контракт на нефть BRENT,F,,151.0,29.0,303013.0,111004.0,21650.0,13305.0,0.07695,0.13618,
2015-11-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3001.0,701.0,28868.0,185064.0,736.0,-2920.0,0.02616,-0.01553,
2015-11-24,BR,Фьючерсный контракт на нефть BRENT,F,,141.0,30.0,236949.0,80753.0,-21560.0,-17904.0,-0.0834,-0.18148,
2015-12-01,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3102.0,675.0,18751.0,189873.0,-10824.0,22263.0,-0.36598,0.13283,
2015-12-01,BR,Фьючерсный контракт на нефть BRENT,F,,139.0,32.0,250992.0,79870.0,24013.0,-9074.0,0.10579,-0.10202,
2015-12-08,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3899.0,762.0,34351.0,230931.0,5365.0,-3447.0,0.18509,-0.01471,
2015-12-08,BR,Фьючерсный контракт на нефть BRENT,F,,148.0,40.0,298866.0,102286.0,-149.0,8663.0,-0.0005,0.09253,
2015-12-15,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3646.0,921.0,45161.0,198275.0,2715.0,-23803.0,0.06396,-0.10718,
2015-12-15,BR,Фьючерсный контракт на нефть BRENT,F,,167.0,38.0,314272.0,161158.0,1100.0,27618.0,0.00351,0.20681,
2015-12-22,BR,Фьючерсный контракт на нефть BRENT,F,,172.0,36.0,295721.0,98338.0,21346.0,-170.0,0.0778,-0.00173,
2015-12-22,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4117.0,812.0,31427.0,228810.0,-6695.0,14821.0,-0.17562,0.06926,
2015-12-29,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3310.0,1058.0,41409.0,187264.0,13830.0,-14852.0,0.50147,-0.07348,
2015-12-29,BR,Фьючерсный контракт на нефть BRENT,F,,149.0,43.0,233119.0,87264.0,-34925.0,-6243.0,-0.1303,-0.06677,
2016-01-05,BR,Фьючерсный контракт на нефть BRENT,F,,155.0,38.0,257750.0,82424.0,55628.0,11515.0,0.27522,0.16239,
2016-01-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4047.0,620.0,19913.0,195239.0,-16583.0,27530.0,-0.45438,0.16415,
2016-01-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4396.0,1020.0,44038.0,193457.0,17789.0,-5116.0,0.6777,-0.02576,
2016-01-12,BR,Фьючерсный контракт на нефть BRENT,F,,173.0,48.0,267153.0,117734.0,-8560.0,14345.0,-0.03105,0.13875,
2016-01-19,BR,Фьючерсный контракт на нефть BRENT,F,,150.0,42.0,520516.0,374942.0,46068.0,23125.0,0.0971,0.06573,
2016-01-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4158.0,1219.0,85014.0,230588.0,1572.0,24515.0,0.01884,0.11896,
2016-01-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3544.0,1475.0,49997.0,179731.0,-12254.0,8666.0,-0.19685,0.05066,
2016-01-26,BR,Фьючерсный контракт на нефть BRENT,F,,129.0,56.0,563898.0,434164.0,-34297.0,-55217.0,-0.05733,-0.11283,
2016-02-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3141.0,1382.0,44730.0,152212.0,-1377.0,24138.0,-0.02987,0.18847,
2016-02-02,BR,Фьючерсный контракт на нефть BRENT,F,,87.0,62.0,273957.0,166475.0,11763.0,-13752.0,0.04486,-0.0763,
2016-02-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3611.0,1103.0,35419.0,168918.0,-18169.0,23690.0,-0.33905,0.16312,
2016-02-09,BR,Фьючерсный контракт на нефть BRENT,F,,117.0,52.0,284060.0,150561.0,17192.0,-24667.0,0.06442,-0.14077,
2016-02-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3656.0,1565.0,58943.0,182750.0,-23375.0,40938.0,-0.28396,0.28868,
2016-02-16,BR,Фьючерсный контракт на нефть BRENT,F,,115.0,65.0,330865.0,207058.0,17603.0,-46710.0,0.05619,-0.18407,
2016-03-01,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5326.0,1397.0,48010.0,183252.0,-31509.0,6561.0,-0.39624,0.03713,
2016-03-01,BR,Фьючерсный контракт на нефть BRENT,F,,107.0,52.0,253419.0,118177.0,23102.0,-14968.0,0.10031,-0.11242,
2016-03-15,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4843.0,2219.0,118465.0,146223.0,-12527.0,-6100.0,-0.09563,-0.04005,
2016-03-15,BR,Фьючерсный контракт на нефть BRENT,F,,75.0,86.0,253972.0,226214.0,-4260.0,-10687.0,-0.0165,-0.04511,
2016-03-22,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4811.0,2511.0,123844.0,127479.0,3868.0,-7036.0,0.03224,-0.05231,
2016-03-22,BR,Фьючерсный контракт на нефть BRENT,F,,100.0,76.0,297614.0,293979.0,3644.0,14548.0,0.0124,0.05206,
2016-03-29,BR,Фьючерсный контракт на нефть BRENT,F,,104.0,84.0,263045.0,152580.0,-4621.0,-29975.0,-0.01726,-0.1642,
2016-03-29,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5640.0,1926.0,75193.0,185658.0,-17161.0,8193.0,-0.18582,0.04617,
2016-04-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3179.0,1462.0,60188.0,180230.0,12340.0,-58472.0,0.2579,-0.24496,
2016-04-05,BR,Фьючерсный контракт на нефть BRENT,F,,101.0,53.0,246070.0,126028.0,-1958.0,68854.0,-0.00789,1.2043,
2016-04-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4822.0,2836.0,144514.0,163865.0,19425.0,12864.0,0.15529,0.08519,
2016-04-12,BR,Фьючерсный контракт на нефть BRENT,F,,98.0,83.0,415998.0,396647.0,1615.0,8176.0,0.0039,0.02105,
2016-04-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4778.0,3143.0,168371.0,166956.0,-22792.0,20352.0,-0.11923,0.13882,
2016-04-19,BR,Фьючерсный контракт на нефть BRENT,F,,89.0,76.0,477803.0,479218.0,-42896.0,-86040.0,-0.08238,-0.15221,
2016-04-26,BR,Фьючерсный контракт на нефть BRENT,F,,86.0,93.0,261101.0,277826.0,40076.0,93490.0,0.18132,0.50717,
2016-04-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4695.0,3348.0,176343.0,159618.0,30557.0,-22857.0,0.2096,-0.12526,
2016-05-10,BR,Фьючерсный контракт на нефть BRENT,F,,62.0,71.0,221145.0,190329.0,66713.0,98604.0,0.43199,1.075,
2016-05-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4762.0,2345.0,102187.0,133003.0,29308.0,-2583.0,0.40215,-0.01905,
2016-05-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4692.0,3034.0,139542.0,140462.0,7084.0,11833.0,0.05348,0.09199,
2016-05-17,BR,Фьючерсный контракт на нефть BRENT,F,,70.0,85.0,157996.0,157076.0,-29516.0,-34265.0,-0.15741,-0.17908,
2016-05-24,BR,Фьючерсный контракт на нефть BRENT,F,,69.0,95.0,102536.0,87375.0,-13526.0,3179.0,-0.11654,0.03776,
2016-05-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4877.0,2987.0,136871.0,152032.0,22017.0,5312.0,0.1917,0.03621,
2016-05-31,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4602.0,3086.0,146246.0,146286.0,13921.0,-2835.0,0.1052,-0.01901,
2016-05-31,BR,Фьючерсный контракт на нефть BRENT,F,,56.0,99.0,117496.0,117456.0,-5750.0,11006.0,-0.04665,0.10339,
2016-06-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4488.0,2659.0,135961.0,132497.0,5446.0,-2524.0,0.04173,-0.01869,
2016-06-07,BR,Фьючерсный контракт на нефть BRENT,F,,64.0,77.0,82154.0,85618.0,-790.0,7180.0,-0.00952,0.09154,
2016-06-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4973.0,1882.0,74702.0,195242.0,-27889.0,33910.0,-0.27185,0.21019,
2016-06-14,BR,Фьючерсный контракт на нефть BRENT,F,,57.0,73.0,145469.0,24929.0,26439.0,-35360.0,0.22212,-0.58651,
2016-06-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1894.0,2318.0,125181.0,115341.0,5465.0,5002.0,0.04565,0.04533,
